MatchId,LeagueId,Date,HomeTeamId,AwayTeamId,Home_Goals,Away_Goals,Home_Corners,Away_Corners
4115,741,10/04/2005,1028,1424,0,1,3,4
4269,800,10/04/2005,1827,1831,0,0,8,4
4344,800,10/04/2005,1052,997,1,2,6,3
4588,800,10/04/2005,1432,1830,0,1,7,0
4118,734,12/04/2005,563,1361,3,2,8,6
4119,734,12/04/2005,345,1766,1,1,5,6
4120,734,12/04/2005,822,1079,0,0,6,6
4121,734,12/04/2005,1159,353,0,0,9,10
4122,734,12/04/2005,464,929,0,0,7,5
4369,793,12/04/2005,246,1034,3,0,4,9
4371,793,12/04/2005,357,1088,2,1,6,5
4372,793,12/04/2005,1016,787,3,3,9,4
4373,793,12/04/2005,998,1364,5,1,7,8
4374,793,12/04/2005,908,830,0,0,13,5
4375,793,12/04/2005,1026,410,0,0,5,6
4377,793,12/04/2005,1090,715,3,1,13,2
4378,793,12/04/2005,1383,1049,2,2,6,5
4798,816,12/04/2005,1137,807,2,1,2,6
4379,793,13/04/2005,1412,338,1,1,7,6
4380,793,13/04/2005,662,548,4,2,5,5
4116,734,14/04/2005,556,850,0,0,4,3
3901,776,15/04/2005,402,993,0,2,2,9
3902,776,15/04/2005,374,798,4,1,5,8
3980,781,16/04/2005,1043,541,0,1,4,1
3982,781,16/04/2005,265,969,4,2,3,8
3983,781,16/04/2005,1143,790,1,0,2,3
3985,795,16/04/2005,542,1275,1,3,7,2
3986,795,16/04/2005,627,301,1,0,6,2
3987,795,16/04/2005,505,551,0,1,9,5
3988,795,16/04/2005,773,1089,0,0,4,4
3989,795,16/04/2005,535,914,0,2,3,4
3990,795,16/04/2005,876,1010,0,2,4,3
4381,793,16/04/2005,410,1090,1,0,9,4
4382,793,16/04/2005,338,662,2,1,6,3
4383,793,16/04/2005,1364,1412,3,2,7,5
4384,793,16/04/2005,1088,1026,0,2,6,5
4385,793,16/04/2005,830,357,1,3,6,4
4386,793,16/04/2005,1049,998,2,1,6,4
4387,793,16/04/2005,691,1397,1,1,8,8
4388,793,16/04/2005,870,246,1,1,13,4
4389,793,16/04/2005,787,1383,2,1,8,5
4390,793,16/04/2005,1034,1016,2,0,5,4
4391,793,16/04/2005,715,597,0,0,2,6
4788,800,16/04/2005,1831,809,1,1,5,3
4789,800,16/04/2005,710,928,2,3,12,1
4790,800,16/04/2005,1352,1052,1,0,7,5
4791,800,16/04/2005,269,1098,2,0,5,7
4792,800,16/04/2005,369,944,3,2,8,4
4816,741,16/04/2005,1424,534,1,2,3,9
4882,801,16/04/2005,1253,489,0,0,9,0
4887,801,16/04/2005,1239,570,2,1,3,2
3984,781,17/04/2005,1373,513,4,0,6,4
4793,800,17/04/2005,997,907,1,3,1,3
4795,800,17/04/2005,496,1432,1,2,6,5
4797,800,17/04/2005,1135,382,1,2,6,1
4815,741,17/04/2005,270,816,0,1,7,4
4817,741,17/04/2005,784,1028,2,0,4,7
4818,741,17/04/2005,363,1117,4,2,2,5
4819,741,17/04/2005,473,834,0,0,8,3
4820,741,17/04/2005,438,224,2,0,2,5
4821,741,17/04/2005,1442,1399,1,1,4,5
4822,741,17/04/2005,522,1326,3,2,6,6
4823,741,17/04/2005,694,523,3,0,5,5
4890,801,17/04/2005,1072,916,1,0,4,1
4891,801,17/04/2005,1168,459,2,0,7,2
4892,801,17/04/2005,214,1404,3,0,4,1
4893,801,17/04/2005,434,786,0,3,3,5
4938,729,17/04/2005,445,974,3,1,7,7
4940,729,17/04/2005,601,297,3,2,7,2
4153,776,18/04/2005,442,1116,2,0,2,7
4154,734,18/04/2005,1061,556,0,0,3,6
4370,793,18/04/2005,548,908,1,0,11,4
4545,764,22/04/2005,1160,911,1,2,6,10
4546,764,22/04/2005,1152,303,1,1,7,8
4548,816,22/04/2005,741,1031,1,0,6,4
4590,764,22/04/2005,1264,566,2,1,6,2
4953,764,22/04/2005,322,1051,1,1,8,4
4611,816,23/04/2005,1108,1254,1,1,4,5
4624,816,23/04/2005,399,296,0,1,7,1
4626,764,23/04/2005,448,472,2,3,1,6
4627,764,23/04/2005,1107,654,1,3,5,2
4628,764,23/04/2005,591,243,3,2,7,1
4629,816,23/04/2005,1314,994,3,0,2,3
4630,816,23/04/2005,925,419,1,1,3,4
4952,816,23/04/2005,1076,502,0,3,7,6
5254,800,23/04/2005,907,1352,2,1,5,6
5255,800,23/04/2005,1098,1830,0,1,6,5
5256,800,24/04/2005,944,1135,2,2,9,2
5257,800,24/04/2005,1432,1831,2,0,7,1
5258,800,24/04/2005,809,1177,1,1,7,4
5259,800,24/04/2005,1827,561,1,1,8,3
5260,800,24/04/2005,382,269,2,0,1,5
5369,813,24/04/2005,1056,258,1,2,4,6
4806,816,25/04/2005,261,666,4,1,4,8
5009,764,29/04/2005,1188,591,3,2,3,4
5010,734,29/04/2005,563,641,2,1,3,6
5011,734,29/04/2005,556,929,2,0,6,2
5012,734,29/04/2005,971,1766,0,2,5,5
5014,734,29/04/2005,850,1061,4,0,3,2
5015,734,29/04/2005,276,1361,0,0,5,8
5016,734,29/04/2005,822,724,2,0,4,1
5017,734,29/04/2005,1159,733,1,1,6,5
5018,734,29/04/2005,464,353,0,1,10,3
5019,734,29/04/2005,1382,1079,4,0,5,5
5062,781,30/04/2005,265,1143,1,3,7,3
5063,781,30/04/2005,969,613,1,1,3,3
5064,793,30/04/2005,410,870,2,0,3,8
5066,793,30/04/2005,338,1088,2,4,3,4
5067,793,30/04/2005,1016,998,1,1,12,2
5068,793,30/04/2005,830,1026,0,0,6,1
5069,793,30/04/2005,548,1049,1,1,3,7
5070,793,30/04/2005,908,1034,1,3,10,2
5071,793,30/04/2005,662,1412,3,2,3,8
5072,793,30/04/2005,715,691,1,1,5,8
5073,793,30/04/2005,246,1383,1,1,8,8
5081,795,30/04/2005,301,535,1,1,5,4
5082,795,30/04/2005,1423,1073,1,2,2,7
5083,795,30/04/2005,551,876,4,1,7,5
5109,811,30/04/2005,232,1393,0,0,3,4
5110,811,30/04/2005,631,1386,0,2,7,2
5111,811,30/04/2005,1048,1165,1,1,6,4
5112,811,30/04/2005,795,1131,3,0,3,5
5113,811,30/04/2005,192,1328,3,1,1,4
5116,811,30/04/2005,853,1071,3,1,2,7
5117,811,30/04/2005,921,1040,1,0,2,6
5118,811,30/04/2005,1212,463,5,3,2,6
5810,741,30/04/2005,816,1424,2,4,6,2
5812,741,30/04/2005,1248,270,0,2,3,2
5813,741,30/04/2005,534,784,2,1,6,3
5909,729,30/04/2005,1118,567,2,0,3,3
5910,729,30/04/2005,1741,1211,1,4,3,9
5114,811,01/05/2005,775,316,1,1,3,5
5115,811,01/05/2005,991,1222,1,0,8,4
5131,793,01/05/2005,1364,787,1,0,1,6
5132,776,01/05/2005,1398,1278,1,3,5,2
5133,776,01/05/2005,580,402,2,2,6,3
5134,776,01/05/2005,1251,196,3,0,3,0
5135,776,01/05/2005,993,352,0,3,7,2
5136,776,01/05/2005,1116,412,2,0,9,2
5137,781,01/05/2005,1402,1373,1,2,4,1
5814,741,01/05/2005,834,438,1,1,5,4
5816,741,01/05/2005,1399,522,2,0,6,5
5913,729,01/05/2005,1302,1193,3,1,7,7
5978,801,01/05/2005,238,1168,1,0,3,6
5013,734,02/05/2005,345,1294,2,2,7,4
5238,793,02/05/2005,1397,246,3,0,6,10
5239,776,02/05/2005,1171,374,2,2,2,3
5368,813,03/05/2005,690,1025,0,3,8,2
6419,793,03/05/2005,870,597,1,2,6,2
5521,816,06/05/2005,767,791,3,0,5,3
5523,734,06/05/2005,929,276,2,2,3,2
5524,734,06/05/2005,733,563,2,1,9,3
5526,734,06/05/2005,641,822,2,3,6,2
5529,734,06/05/2005,1079,850,0,0,4,7
5530,734,06/05/2005,724,345,1,2,7,3
5531,734,06/05/2005,1294,1159,1,2,9,8
5532,734,06/05/2005,353,1382,1,3,4,6
5722,776,06/05/2005,352,1171,1,3,8,3
5723,776,06/05/2005,442,831,2,2,2,8
5724,776,06/05/2005,1278,196,1,1,7,7
5729,776,06/05/2005,412,1398,1,1,7,3
5622,781,07/05/2005,613,265,3,1,0,1
5623,781,07/05/2005,541,513,0,1,5,2
5624,781,07/05/2005,906,1402,0,4,5,9
5625,781,07/05/2005,759,790,3,0,10,6
5627,793,07/05/2005,1412,908,2,0,11,6
5628,793,07/05/2005,1088,715,2,1,9,5
5629,793,07/05/2005,998,597,2,0,7,6
5630,793,07/05/2005,1026,246,2,0,3,4
5631,793,07/05/2005,1049,410,3,0,6,4
5632,793,07/05/2005,1397,1016,1,1,8,5
5633,793,07/05/2005,1090,662,1,0,9,3
5634,793,07/05/2005,870,548,0,1,11,4
5635,793,07/05/2005,787,830,1,1,7,6
6256,800,07/05/2005,997,1352,0,0,8,1
6257,800,07/05/2005,382,496,1,0,5,3
6258,800,07/05/2005,1345,1177,1,1,4,5
6270,800,07/05/2005,1098,1831,0,1,8,3
6336,813,07/05/2005,1776,340,1,0,4,9
6337,813,07/05/2005,854,258,1,3,4,5
6338,813,07/05/2005,659,1777,1,0,3,1
6341,813,07/05/2005,690,1369,4,1,6,6
6342,813,07/05/2005,585,776,1,1,6,4
6417,729,07/05/2005,1193,912,1,1,7,2
6450,729,07/05/2005,396,956,3,2,6,6
6460,729,07/05/2005,1457,601,2,1,5,8
6461,729,07/05/2005,1185,445,6,0,8,2
6462,801,07/05/2005,1773,459,2,0,4,8
6463,801,07/05/2005,570,238,3,1,5,4
6474,729,07/05/2005,1211,974,4,1,2,3
6475,729,07/05/2005,312,1302,0,0,11,5
5721,776,08/05/2005,851,1251,2,0,7,4
5725,781,08/05/2005,1143,1043,2,1,6,8
5730,776,08/05/2005,402,1116,1,2,6,7
5731,776,08/05/2005,1121,1311,1,0,10,6
5732,776,08/05/2005,374,580,2,1,3,6
5740,816,08/05/2005,1420,419,4,2,7,4
5756,811,08/05/2005,1222,795,1,2,7,4
5757,811,08/05/2005,1131,631,1,1,3,4
6259,800,08/05/2005,928,369,0,1,2,3
6260,800,08/05/2005,1432,561,2,2,4,4
6261,800,08/05/2005,1827,710,3,3,2,5
6262,800,08/05/2005,809,726,2,0,9,5
6263,800,08/05/2005,1052,269,2,1,10,1
6271,800,08/05/2005,907,1135,1,0,10,5
6272,800,08/05/2005,944,1830,0,0,4,5
6418,729,08/05/2005,1237,297,0,2,0,2
6464,801,08/05/2005,434,916,3,2,4,6
6465,801,08/05/2005,1404,1253,0,1,6,3
6466,801,08/05/2005,1092,489,0,1,4,9
6467,801,08/05/2005,214,599,0,0,8,4
6468,801,08/05/2005,1035,1239,0,0,4,4
6469,801,08/05/2005,758,786,0,1,5,11
6470,801,08/05/2005,1168,1223,0,0,6,1
6480,729,08/05/2005,567,1741,1,1,7,3
6482,729,08/05/2005,808,460,1,2,9,2
5525,734,09/05/2005,1766,556,0,1,4,4
6774,813,10/05/2005,439,854,0,1,9,3
6775,813,10/05/2005,1775,659,3,3,6,4
6776,813,10/05/2005,979,1778,1,1,7,3
6779,813,10/05/2005,988,690,1,0,1,6
6290,741,11/05/2005,1028,438,0,0,4,8
6291,741,11/05/2005,1117,1442,2,0,7,6
6292,741,11/05/2005,1424,784,1,5,9,2
6293,741,11/05/2005,523,270,4,3,0,8
6570,801,11/05/2005,214,1072,1,1,4,2
6571,801,11/05/2005,599,916,1,3,2,1
6572,801,11/05/2005,1253,459,2,2,5,4
6573,801,11/05/2005,489,1773,2,1,9,1
6574,801,11/05/2005,1035,434,1,1,6,5
6575,801,11/05/2005,1223,570,1,0,5,6
6576,801,11/05/2005,786,1092,3,2,5,6
6577,801,11/05/2005,771,758,0,5,4,2
6578,801,11/05/2005,1239,1168,4,1,9,3
6579,801,11/05/2005,238,1404,3,0,3,4
6163,776,12/05/2005,1311,374,2,1,6,5
6289,741,12/05/2005,534,473,0,0,4,2
6294,741,12/05/2005,224,694,1,1,4,8
6066,764,13/05/2005,1119,1152,0,1,3,3
6154,795,13/05/2005,1089,535,1,0,7,6
6164,776,13/05/2005,831,412,1,1,7,3
6397,734,13/05/2005,556,353,2,1,7,6
6398,734,13/05/2005,971,1079,2,2,2,5
6402,734,13/05/2005,464,733,1,1,1,9
6155,795,14/05/2005,1010,324,2,1,11,4
6156,795,14/05/2005,551,773,2,1,7,1
6157,795,14/05/2005,526,876,0,1,9,4
6158,795,14/05/2005,216,505,4,0,3,1
6159,795,14/05/2005,1073,320,0,0,15,2
6160,795,14/05/2005,1275,301,1,0,7,2
6403,734,14/05/2005,1382,641,1,1,4,2
6404,734,14/05/2005,345,1361,2,1,6,11
6516,811,14/05/2005,192,316,0,0,1,5
6591,800,14/05/2005,1177,1098,2,2,10,8
6592,800,14/05/2005,726,1432,2,0,5,4
6593,800,14/05/2005,1831,382,0,0,8,3
6594,800,14/05/2005,1135,928,2,0,2,6
6596,800,14/05/2005,496,944,2,1,5,3
6789,813,14/05/2005,258,776,4,1,2,5
6791,813,14/05/2005,585,690,0,0,3,4
6792,813,14/05/2005,659,1096,1,2,6,3
6948,729,14/05/2005,601,312,1,4,4,4
6992,741,14/05/2005,363,1424,0,2,8,2
6993,741,14/05/2005,270,784,2,0,3,6
6208,764,15/05/2005,243,448,0,1,2,3
6209,793,15/05/2005,908,1049,2,2,10,3
6226,776,15/05/2005,1398,993,0,0,6,7
6228,776,15/05/2005,196,851,0,0,6,5
6229,776,15/05/2005,1116,1121,4,2,8,4
6240,795,15/05/2005,914,542,1,0,7,5
6241,795,15/05/2005,1423,627,5,3,4,4
6395,734,15/05/2005,822,1766,1,0,3,5
6511,811,15/05/2005,631,1328,0,0,6,3
6512,811,15/05/2005,921,1131,3,2,8,4
6513,811,15/05/2005,1222,1386,3,2,8,5
6595,800,15/05/2005,1830,1052,0,0,4,5
6597,800,15/05/2005,269,907,0,1,9,3
6599,800,15/05/2005,1827,809,2,1,9,0
6600,800,15/05/2005,710,1352,1,1,7,1
6601,800,15/05/2005,369,997,1,1,7,4
6990,741,15/05/2005,694,834,3,0,5,3
6996,741,15/05/2005,473,816,0,2,4,7
6997,741,15/05/2005,438,534,1,1,5,1
6998,741,15/05/2005,522,1117,0,2,5,4
6999,741,15/05/2005,797,224,2,3,1,9
7000,741,15/05/2005,1248,1399,3,0,1,8
7001,741,15/05/2005,523,1326,3,4,7,4
7002,741,15/05/2005,1442,1028,2,0,2,8
6392,793,16/05/2005,246,715,2,1,4,9
6393,776,16/05/2005,1171,402,2,1,2,6
6405,734,16/05/2005,1079,556,4,0,5,8
6432,793,17/05/2005,1412,1088,1,1,9,4
6433,793,17/05/2005,1364,410,0,0,6,7
6434,793,17/05/2005,1016,1049,3,1,3,4
6435,793,17/05/2005,830,338,2,3,9,2
6436,793,17/05/2005,548,1090,1,2,6,6
6437,793,17/05/2005,998,1026,1,1,5,2
6438,793,17/05/2005,908,357,1,3,1,9
6439,793,17/05/2005,662,597,1,1,5,7
6440,793,17/05/2005,787,691,1,1,4,6
6441,793,17/05/2005,1383,1397,0,1,1,6
6443,734,17/05/2005,929,1061,3,0,9,7
6444,734,17/05/2005,733,345,2,1,5,6
6445,734,17/05/2005,641,464,2,1,3,5
6446,734,17/05/2005,724,850,2,0,5,5
6447,734,17/05/2005,1159,563,0,1,10,4
6448,734,17/05/2005,1294,1382,1,1,7,5
6449,734,17/05/2005,353,971,2,3,8,2
7079,816,17/05/2005,261,1316,0,0,9,8
7080,816,17/05/2005,767,197,0,1,3,5
7081,816,17/05/2005,807,419,1,1,1,6
7082,816,17/05/2005,399,994,0,1,4,2
7084,816,17/05/2005,666,1031,0,1,7,7
7085,816,17/05/2005,1254,1137,2,2,6,3
7086,816,17/05/2005,791,741,2,0,6,5
7087,816,17/05/2005,1108,1420,1,1,4,6
7089,816,17/05/2005,1216,925,1,3,6,4
7339,764,17/05/2005,952,448,2,0,1,3
7340,764,17/05/2005,911,1335,1,2,7,5
7341,764,17/05/2005,1264,1188,0,1,10,7
7342,764,17/05/2005,566,1152,2,1,6,3
7344,764,17/05/2005,1415,1160,2,0,3,5
7345,764,17/05/2005,303,978,2,1,3,7
6630,734,20/05/2005,556,724,1,1,8,2
6631,734,20/05/2005,345,1159,2,0,3,2
6632,734,20/05/2005,850,353,0,2,5,2
6633,734,20/05/2005,1061,1079,0,2,5,4
6634,734,20/05/2005,464,563,1,0,3,3
6635,734,20/05/2005,1382,733,3,1,4,1
6637,795,20/05/2005,542,1423,0,2,8,5
6673,781,21/05/2005,1402,790,0,3,3,6
6674,781,21/05/2005,906,541,0,1,1,11
6675,781,21/05/2005,1143,613,2,0,6,2
6677,793,21/05/2005,410,246,1,0,10,6
6678,793,21/05/2005,357,662,2,2,9,3
6679,793,21/05/2005,338,1016,0,1,11,4
6680,793,21/05/2005,1088,1364,5,0,4,2
6681,793,21/05/2005,597,908,4,0,5,7
6682,793,21/05/2005,1026,1383,0,1,4,7
6683,793,21/05/2005,1049,1034,6,0,3,1
6684,793,21/05/2005,1397,998,3,0,4,2
6685,793,21/05/2005,691,548,1,1,5,7
6686,793,21/05/2005,870,787,3,0,5,7
6687,793,21/05/2005,715,830,1,0,7,4
6688,795,21/05/2005,301,1089,3,2,4,2
6689,795,21/05/2005,773,1010,1,0,5,4
6690,795,21/05/2005,324,320,1,1,8,3
6766,813,21/05/2005,1369,1778,4,0,3,4
6768,813,21/05/2005,1096,258,4,0,6,6
6769,813,21/05/2005,439,1416,4,1,6,1
6770,813,21/05/2005,988,585,1,1,4,5
6771,813,21/05/2005,690,366,1,2,5,3
6795,813,21/05/2005,854,1776,2,0,8,1
6797,813,21/05/2005,979,659,2,0,5,4
7301,800,21/05/2005,997,1135,0,2,5,5
7302,741,21/05/2005,1117,694,2,0,3,4
7359,729,21/05/2005,1193,601,1,1,7,3
7361,729,21/05/2005,1237,1302,0,5,4,5
7363,729,21/05/2005,1740,912,2,0,8,4
7364,801,21/05/2005,771,1404,3,0,2,8
7367,801,21/05/2005,1035,570,2,1,5,3
7404,800,21/05/2005,1432,1827,2,1,4,5
6752,776,22/05/2005,442,851,2,1,6,10
6761,795,22/05/2005,627,216,1,2,7,3
6762,795,22/05/2005,505,526,3,1,7,6
6763,811,22/05/2005,463,631,1,0,6,4
6764,811,22/05/2005,1165,795,3,0,3,1
6765,811,22/05/2005,853,991,1,2,8,4
7295,741,22/05/2005,816,438,0,1,9,2
7296,741,22/05/2005,1028,522,1,0,4,6
7297,741,22/05/2005,834,797,2,1,4,3
7298,741,22/05/2005,224,1248,1,0,7,8
7299,741,22/05/2005,1399,523,0,0,8,4
7300,741,22/05/2005,784,363,4,3,2,5
7329,800,22/05/2005,907,1830,0,1,6,6
7330,800,22/05/2005,1052,496,0,1,6,6
7331,800,22/05/2005,382,1177,3,1,5,4
7332,800,22/05/2005,1345,726,1,0,2,4
7357,729,22/05/2005,567,974,0,0,6,7
7394,741,22/05/2005,534,1442,2,1,8,3
7406,729,22/05/2005,1185,297,1,1,9,1
7407,801,22/05/2005,214,916,2,3,3,3
7409,800,22/05/2005,1352,369,1,1,8,6
7411,800,22/05/2005,944,1831,2,1,6,2
7484,741,22/05/2005,1326,270,3,2,5,3
6957,793,23/05/2005,1090,1412,0,4,6,9
6958,776,23/05/2005,993,1171,0,0,5,4
7358,729,23/05/2005,1457,1118,1,3,6,1
7273,816,29/05/2005,486,1108,2,1,4,3
7447,776,03/06/2005,1311,402,1,1,3,3
7448,776,03/06/2005,1398,1121,0,2,5,4
7449,776,03/06/2005,580,352,1,0,3,8
7450,776,03/06/2005,1171,798,3,0,7,3
7512,781,04/06/2005,613,790,0,1,3,9
7513,781,04/06/2005,1402,513,1,0,4,6
7514,781,04/06/2005,541,1143,2,2,4,3
7515,781,04/06/2005,969,1043,1,3,6,5
7516,781,04/06/2005,759,1373,3,0,5,5
7517,793,04/06/2005,1364,715,1,0,3,3
7518,793,04/06/2005,1016,597,0,1,6,4
7519,793,04/06/2005,830,1397,1,2,10,6
7520,793,04/06/2005,548,1088,0,0,9,10
7521,793,04/06/2005,998,870,0,2,8,4
7522,793,04/06/2005,908,1090,2,0,2,6
7523,793,04/06/2005,662,691,1,2,7,6
7525,793,04/06/2005,1383,338,0,0,5,4
7526,793,04/06/2005,1034,1026,0,2,3,4
7527,793,04/06/2005,246,357,3,2,6,8
7529,795,04/06/2005,320,876,1,4,2,2
7530,795,04/06/2005,1089,1275,0,2,4,6
7737,741,04/06/2005,694,1028,3,0,13,2
7738,741,04/06/2005,473,784,1,1,4,1
7746,800,04/06/2005,382,726,2,2,4,4
7747,800,04/06/2005,1098,1827,3,1,5,10
7739,741,05/06/2005,1442,816,2,2,4,2
7740,741,05/06/2005,522,534,1,2,5,2
7741,741,05/06/2005,1248,834,4,3,3,6
7742,741,05/06/2005,523,224,4,3,4,4
7743,741,05/06/2005,1326,1399,1,1,6,3
7744,741,05/06/2005,438,1424,1,0,2,9
7745,741,05/06/2005,797,1117,1,1,7,7
7748,800,05/06/2005,369,1135,1,1,5,2
7749,800,05/06/2005,1052,1177,0,0,9,6
8150,801,05/06/2005,916,771,3,1,5,5
8151,801,05/06/2005,489,214,2,0,3,6
8152,801,05/06/2005,1092,434,1,0,4,5
7763,776,10/06/2005,412,851,3,4,5,4
7764,776,10/06/2005,1398,1171,1,1,4,6
7765,776,10/06/2005,402,1251,2,1,9,3
7778,734,10/06/2005,353,276,2,1,8,2
7779,734,10/06/2005,733,822,2,2,12,3
7780,734,10/06/2005,1766,850,2,2,3,4
7781,734,10/06/2005,1361,1061,0,0,6,2
7782,734,10/06/2005,1159,1382,1,1,10,4
7783,734,10/06/2005,1079,929,1,2,9,15
7784,734,10/06/2005,724,971,1,0,6,2
7785,734,10/06/2005,1294,464,1,1,12,4
7798,795,10/06/2005,301,1010,0,3,6,7
7799,734,10/06/2005,563,345,3,3,1,7
7873,781,11/06/2005,1043,613,2,0,9,1
7874,781,11/06/2005,790,906,3,0,10,3
7875,781,11/06/2005,265,759,1,1,4,5
7876,781,11/06/2005,1143,1402,0,1,5,4
7877,793,11/06/2005,410,998,1,0,6,8
7878,793,11/06/2005,357,1034,1,2,1,7
7879,793,11/06/2005,338,908,2,1,8,3
7880,793,11/06/2005,1088,662,1,2,8,10
7881,793,11/06/2005,597,830,3,0,5,5
7882,793,11/06/2005,1026,1364,1,2,3,4
7883,793,11/06/2005,1049,246,0,0,8,6
